Customer ID,Recency,Frequency,Monetary,purchase_next_3m
14339,152,2,620.27,0.0
14340,128,1,134.7,0.0
14341,39,16,3424.56,1.0
14342,46,4,669.62,1.0
14343,330,4,1088.91,0.0
14344,36,20,3333.7000000000003,0.0
14346,30,5,2315.75,0.0
14347,646,1,82.6,0.0
14348,169,1,409.57,0.0
14350,183,3,972.03,0.0
14351,74,1,51.0,0.0
14352,66,4,1078.96,0.0
14353,124,3,376.5,0.0
14355,275,3,1014.45,0.0
14358,298,2,400.06,0.0
14360,4,1,1134.69,1.0
14361,488,1,214.70999999999998,0.0
14363,311,2,227.47000000000003,0.0
14364,18,8,3717.35,0.0
14365,304,2,634.68,0.0
14366,434,1,136.0,0.0
14367,47,10,5448.45,1.0
14368,229,1,155.0,0.0
14369,551,2,469.13,0.0
14370,360,6,1175.78,0.0
14371,204,1,100.5,0.0
14372,352,2,860.08,0.0
14373,267,1,76.55,0.0
14374,450,1,108.0,0.0
14375,94,3,1132.99,0.0
14376,592,1,215.46,0.0
14377,100,2,617.05,0.0
14378,531,1,131.25,0.0
14379,204,3,1031.79,1.0
14380,591,1,48.96,0.0
14381,360,1,428.65999999999997,1.0
14382,299,1,620.73,1.0
14383,73,1,242.09,1.0
14384,410,1,58.5,0.0
14386,206,1,142.4,0.0
14387,18,1,440.76,1.0
14388,0,14,5765.93,1.0
14389,100,4,1165.69,1.0
14390,53,8,3339.67,1.0
14391,486,1,135.6,0.0
14392,341,1,266.4,0.0
14393,127,1,67.95,0.0
14394,474,1,93.8,0.0
14395,87,17,6666.52,1.0
14396,280,6,1744.29,1.0
14397,3,10,1036.12,1.0
14398,310,2,707.79,0.0
14399,303,8,2113.16,0.0
14400,58,3,1732.47,0.0
14401,5,19,5823.8,1.0
14402,561,1,285.6,0.0
14403,39,6,1880.51,0.0
14404,18,12,2772.31,1.0
14405,296,1,195.0,0.0
14406,28,1,156.75,0.0
14407,16,6,2157.73,0.0
14408,4,10,3801.55,1.0
14409,32,8,3640.3700000000003,1.0
14410,1,11,2651.14,0.0
14411,220,1,1063.0,0.0
14412,334,1,656.16,1.0
14413,271,4,770.37,0.0
14414,1,8,2399.33,0.0
14415,7,19,9993.0,1.0
14417,297,1,604.2,0.0
14418,17,1,150.44,1.0
14419,162,3,510.41,1.0
14420,8,4,1639.17,0.0
14421,121,5,2111.44,1.0
14422,79,15,7040.03,1.0
14423,127,3,916.6099999999999,0.0
14425,344,3,661.39,0.0
14426,50,13,10131.85,1.0
14427,404,2,900.1800000000001,1.0
14428,149,2,330.62,1.0
14429,313,1,516.28,0.0
14430,421,3,1220.9,0.0
14431,212,4,2614.2,0.0
14433,375,1,289.6,0.0
14435,411,1,90.42,0.0
14436,8,2,271.70000000000005,0.0
14437,275,5,958.84,0.0
14438,215,1,131.9,0.0
14439,229,5,9443.04,0.0
14440,226,10,5466.76,1.0
14441,4,9,3596.2000000000003,1.0
14442,114,7,5367.0199999999995,0.0
14443,48,4,1957.79,1.0
14444,365,1,132.04,0.0
14445,365,1,221.65,0.0
14446,156,2,504.77,1.0
14447,105,3,1149.53,1.0
14448,273,1,102.35000000000001,1.0
14449,156,6,1977.0,1.0
14450,90,7,1128.44,0.0
14451,104,11,3006.18,1.0
14452,3,3,528.52,1.0
14453,99,1,119.93,0.0
14454,285,5,977.3,0.0
14455,341,4,628.21,0.0
14456,40,3,636.65,1.0
14457,220,1,113.64,0.0
14458,290,1,237.42,0.0
14459,64,2,5375.741,0.0
14460,19,9,1093.5,0.0
14461,57,13,6713.5,0.0
14462,30,10,1800.09,1.0
14463,7,4,786.5699999999999,0.0
14464,477,2,111.0,0.0
14465,156,11,3946.03,0.0
14466,25,11,3954.95,1.0
14467,222,9,1753.93,1.0
14468,643,1,204.24,0.0
14469,325,4,2112.21,0.0
14470,197,2,548.49,1.0
14471,500,2,400.95,0.0
14472,13,9,2228.22,0.0
14473,191,1,85.0,1.0
14474,489,1,730.42,1.0
14475,95,3,847.47,1.0
14476,166,1,215.7,0.0
14477,93,5,1183.0,1.0
14478,291,4,1276.66,0.0
14479,163,4,1299.11,0.0
14480,312,3,1020.47,1.0
14481,74,5,2311.4900000000002,0.0
14482,8,8,2755.71,1.0
14483,191,2,257.1,0.0
14484,310,3,749.0600000000001,1.0
14486,421,2,175.5,0.0
14487,277,2,382.38,1.0
14489,116,4,1574.93,0.0
14490,315,2,1273.47,0.0
14491,84,2,468.13,0.0
14492,339,7,1921.91,0.0
14493,64,6,3358.13,1.0
14494,310,2,261.9,1.0
14495,30,2,91.6,1.0
14496,221,7,2668.23,0.0
14497,218,2,697.0600000000001,0.0
14498,25,9,3235.74,1.0
14499,43,6,1694.6100000000001,1.0
14500,21,2,335.85,1.0
14501,93,2,251.21,0.0
14502,58,7,1176.01,1.0
14503,88,1,597.07,1.0
14504,152,3,542.71,1.0
14505,18,17,10351.84,1.0
14506,71,5,2110.16,1.0
14507,10,9,2825.94,1.0
14508,285,3,598.52,1.0
14509,443,1,110.95,0.0
14510,285,3,1007.28,0.0
14511,1,2,329.89,1.0
14512,97,7,1223.47,0.0
14513,10,6,788.01,0.0
14514,110,8,3946.7400000000002,1.0
14515,100,8,2412.82,1.0
14516,425,1,163.92,0.0
14517,51,1,252.45,1.0
14519,593,2,206.09,0.0
14520,200,1,165.0,1.0
14521,400,1,199.45000000000002,0.0
14522,1,6,1544.78,1.0
14523,17,1,241.09,0.0
14524,88,9,2118.75,1.0
14525,9,15,6834.58,1.0
14526,298,1,262.4,0.0
14527,8,107,24564.9,1.0
14529,19,1,135.24,1.0
14530,2,15,5817.61,1.0
14531,389,1,376.34,0.0
14532,145,11,3859.1800000000003,0.0
14533,22,6,2251.63,1.0
14534,5,22,4859.75,1.0
14535,36,8,4820.45,1.0
14536,169,1,171.8,0.0
14537,532,1,285.84000000000003,1.0
14538,165,4,1089.0900000000001,1.0
14540,218,9,2994.98,1.0
14541,78,13,2353.68,1.0
14542,95,1,103.25,0.0
14543,18,36,14541.54,1.0
14544,271,2,2079.9,1.0
14545,583,1,349.25,0.0
14546,111,8,3494.69,1.0
14548,60,9,2627.49,0.0
14549,220,4,916.5500000000001,0.0
14550,297,2,587.69,1.0
14551,113,6,819.24,1.0
14552,61,3,511.28000000000003,0.0
14553,128,6,1294.59,1.0
14555,211,5,2189.43,1.0
14556,505,3,835.34,0.0
14558,563,3,655.5,0.0
14559,299,1,75.6,0.0
14560,4,37,5441.46,1.0
14561,71,2,566.99,1.0
14562,1,15,3994.51,1.0
14563,419,2,679.44,0.0
14564,344,2,2605.62,0.0
14565,5,5,3859.2200000000003,0.0
14566,20,4,4092.0,0.0
14567,39,1,800.76,1.0
14568,344,1,919.7,0.0
14569,362,3,371.59,1.0
14570,190,3,613.75,0.0
14571,334,1,161.65,0.0
14572,19,9,4871.78,1.0
14573,89,13,2621.42,0.0
14574,642,1,143.70000000000002,0.0
14575,397,1,460.71,0.0
14576,281,1,70.80000000000001,0.0
14577,73,6,1161.18,1.0
14579,341,1,105.56,0.0
14580,427,1,14.850000000000001,0.0
14581,453,1,295.2,1.0
14583,53,7,1516.12,1.0
14584,78,8,1747.91,0.0
14585,292,4,986.22,1.0
14586,186,1,237.36,0.0
14587,93,8,1473.53,1.0
14588,487,1,135.39,0.0
14589,281,1,79.5,0.0
14590,334,20,3006.62,0.0
14591,122,1,250.22,1.0
14593,108,11,3433.61,1.0
14594,282,1,510.0,1.0
14595,222,3,587.6500000000001,1.0
14596,536,1,229.47,0.0
14597,101,5,1483.49,1.0
14598,478,1,162.07,1.0
14599,299,2,474.54,0.0
14600,215,2,865.1700000000001,0.0
14602,565,1,205.35999999999999,0.0
14603,184,1,660.0,0.0
14604,542,1,143.85999999999999,0.0
14605,283,4,937.16,0.0
14606,3,170,28268.6,1.0
14607,170,9,8063.13,1.0
14608,271,8,1771.79,1.0
14609,52,9,1371.0,1.0
14610,305,2,24.35,0.0
14611,353,2,604.3299999999999,0.0
14612,324,1,877.7,0.0
14613,589,1,76.32000000000001,0.0
14614,295,1,295.13,0.0
14615,303,5,951.76,0.0
14616,152,5,527.78,0.0
14617,312,2,190.47000000000003,0.0
14618,247,5,1000.6800000000001,1.0
14619,155,2,1291.24,0.0
14620,115,2,412.78000000000003,0.0
14621,66,7,2215.12,1.0
14622,94,1,320.58000000000004,0.0
14623,25,8,1779.04,1.0
14624,324,4,588.22,1.0
14625,105,11,4497.88,0.0
14626,32,9,4190.94,1.0
14627,288,1,462.75,0.0
14628,0,5,1998.0,0.0
14630,393,1,338.65,0.0
14631,144,5,1648.79,1.0
14632,172,1,114.56,0.0
14633,175,1,344.90000000000003,0.0
14634,347,4,2124.46,0.0
14635,363,1,215.22,0.0
14636,178,1,300.19,1.0
14637,586,1,106.67999999999999,0.0
14639,29,7,3983.7,1.0
14640,37,8,3043.04,1.0
14643,79,5,1679.89,0.0
14644,207,6,1604.46,1.0
14645,66,3,876.89,0.0
14646,2,120,426699.12,1.0
14647,110,2,519.97,0.0
14648,325,15,4546.86,0.0
14649,121,7,2942.24,1.0
14650,498,1,62.5,0.0
14651,120,8,1795.84,1.0
14653,247,6,2011.8,1.0
14654,647,1,246.86,0.0
14655,131,4,2756.84,1.0
14656,78,5,814.65,0.0
14657,64,5,1251.59,1.0
14658,26,1,123.14,1.0
14659,55,6,1641.55,1.0
14660,10,1,128.95,1.0
14662,144,6,1170.02,1.0
14663,339,2,490.6,0.0
14665,206,5,1645.6100000000001,1.0
14667,4,47,18756.96,1.0
14668,354,1,111.63,0.0
14669,151,7,3243.93,0.0
14670,189,3,602.0,0.0
14671,458,2,1127.45,0.0
14672,144,4,1113.14,0.0
14673,277,3,2047.9,1.0
14674,418,1,173.66,0.0
14675,298,1,462.15,1.0
14676,57,10,7499.47,1.0
14677,502,1,184.91,0.0
14678,488,1,403.39,0.0
14679,291,3,1289.44,0.0
14680,4,56,54081.22,1.0
14681,121,4,770.1500000000001,1.0
14682,97,6,1514.81,0.0
14683,497,1,146.56,0.0
14684,124,3,751.53,1.0
14685,485,8,4619.79,0.0
14686,323,5,885.83,0.0
14687,16,3,1402.06,0.0
14688,2,23,6290.32,1.0
14689,118,1,112.8,0.0
14690,61,3,639.34,1.0
14691,6,2,1274.68,1.0
14692,46,12,1745.09,0.0
14693,174,7,1165.36,0.0
14694,526,1,244.31,0.0
14695,428,3,1620.07,0.0
14696,29,6,2147.4900000000002,1.0
14697,127,2,188.60999999999999,0.0
14699,123,4,702.6,0.0
14700,99,4,2438.56,1.0
14701,82,13,3971.0,1.0
14702,26,21,5149.78,1.0
14704,52,4,487.82,1.0
14705,108,1,179.0,0.0
14706,528,1,390.69,0.0
14707,345,2,139.2,0.0
14708,63,4,1787.09,1.0
14709,3,21,7918.03,1.0
14710,288,9,1316.46,1.0
14711,0,9,2365.42,1.0
14712,21,2,526.72,1.0
14713,8,19,4782.12,1.0
14714,316,3,746.05,1.0
14715,4,7,1567.82,1.0
14716,58,2,424.33,1.0
14717,642,1,81.3,0.0
14718,319,1,226.42,0.0
14719,88,2,488.12,1.0
14720,36,1,155.8,1.0
14721,288,1,115.77,0.0
14722,56,3,513.37,0.0
14723,267,8,1405.76,1.0
14724,499,1,345.25,0.0
14725,304,3,597.16,1.0
14726,564,1,124.75,0.0
14727,183,3,467.92999999999995,0.0
14728,322,1,190.58,0.0
14729,283,3,907.38,0.0
14730,16,5,904.21,1.0
14731,115,2,251.01999999999998,1.0
14732,53,16,4432.88,1.0
14733,20,14,15643.26,1.0
14734,335,4,1056.42,0.0
14735,8,47,9770.18,1.0
14736,394,2,401.08,0.0
14737,38,3,3471.37,1.0
14738,43,7,1265.1000000000001,1.0
14739,3,22,10632.8,1.0
14740,106,11,4161.06,0.0
14741,22,5,1362.21,1.0
14742,344,1,579.85,0.0
14743,502,1,50.48,0.0
14744,207,12,3713.13,1.0
14745,22,12,2571.81,0.0
14746,315,4,593.5,0.0
14747,158,1,328.2,0.0
14748,33,9,2855.34,1.0
14749,389,1,310.15,0.0
14750,645,1,112.03,0.0
14751,593,2,126.45,0.0
14753,370,1,306.36,1.0
14754,205,5,1140.7,1.0
14755,22,21,7829.95,1.0
14756,292,2,1914.8,1.0
14758,54,7,2864.97,0.0
14759,22,2,870.85,1.0
14760,206,1,89.2,0.0
14761,244,2,289.52,1.0
14762,173,2,417.57,0.0
14765,21,2,95.5,1.0
14766,77,9,5614.08,1.0
14767,383,1,382.81,0.0
14768,36,1,133.20000000000002,1.0
14769,17,15,11585.07,1.0
14770,141,8,3637.64,0.0
14771,530,2,594.62,0.0
14772,21,1,139.26,0.0
14773,502,1,140.55,0.0
14774,438,1,241.45,0.0
14775,47,2,1108.02,1.0
14776,14,12,3032.22,1.0
14777,313,1,307.56,0.0
14778,36,2,730.86,0.0
14779,190,3,386.15,0.0
14782,229,1,200.10000000000002,0.0
14783,568,1,307.3,0.0
14784,233,2,274.62,1.0
14786,459,1,90.96,0.0
14787,380,1,110.65,0.0
14788,505,1,476.88,1.0
14790,29,8,2145.6,1.0
14791,516,1,303.63,0.0
14793,444,1,396.91,1.0
14794,113,7,1313.53,1.0
14795,75,1,131.45000000000002,0.0
14796,4,24,9460.52,1.0
14797,416,1,300.31,0.0
14798,53,7,647.97,1.0
14799,647,1,180.45,1.0
14800,19,14,7275.0199999999995,1.0
14802,347,2,1502.98,0.0
14803,71,3,845.55,0.0
14805,223,4,659.24,1.0
14806,348,1,110.03999999999999,1.0
14807,300,2,519.29,0.0
14808,53,6,1846.31,1.0
14809,530,2,686.76,0.0
14810,13,12,2318.47,1.0
14811,296,1,170.5,0.0
14812,508,1,185.8,0.0
14813,279,4,1090.87,0.0
14814,490,1,160.46,0.0
14816,106,1,271.85,0.0
14817,109,7,3959.86,0.0
14818,78,5,922.24,1.0
14819,101,3,282.81,1.0
14820,82,6,907.24,1.0
14821,276,7,1286.45,0.0
14822,394,1,157.70000000000002,0.0
14823,89,3,321.43,0.0
14824,0,7,3337.11,1.0
14825,37,19,4037.54,1.0
14826,491,2,385.2,0.0
14828,106,13,9839.460000000001,0.0
14829,93,6,1526.92,1.0
14831,589,3,1676.57,0.0
14832,539,1,322.69,0.0
14833,408,1,94.8,0.0
14834,29,3,915.16,1.0
14835,438,2,297.0,0.0
14837,14,8,3156.38,1.0
14838,332,2,773.6700000000001,0.0
14839,327,3,915.28,0.0
14840,177,2,362.71,0.0
14841,88,12,6242.81,1.0
14842,4,3,1901.52,1.0
14843,346,1,211.79999999999998,0.0
14844,32,9,5770.3,1.0
14845,509,1,150.0,0.0
14846,336,1,437.4,0.0
14847,58,3,1348.95,0.0
14848,314,1,310.56,0.0
14849,4,35,13617.44,1.0
14850,221,7,1794.01,0.0
14851,165,2,524.19,1.0
14852,5,17,5498.91,1.0
14853,120,4,1115.57,1.0
14854,42,10,3864.66,1.0
14855,28,7,6520.3,0.0
14857,57,6,3001.251,1.0
14858,415,1,180.75,0.0
14859,113,2,648.76,1.0
14861,290,9,1254.94,1.0
14862,58,1,304.09999999999997,1.0
14865,281,3,114.72,1.0
14866,15,11,7624.22,1.0
14867,95,16,2952.06,0.0
14868,29,8,2527.4900000000002,1.0
14869,12,5,2469.85,1.0
14870,171,6,1838.95,0.0
14871,87,8,1091.34,1.0
14872,393,3,816.6,0.0
14873,119,2,854.13,0.0
14874,444,1,116.18,0.0
14875,17,3,2862.4,0.0
14876,430,2,256.7,0.0
14877,327,2,437.0,0.0
14878,83,22,3702.7200000000003,1.0
14879,594,1,185.06,0.0
14880,94,2,363.27,1.0
14882,299,12,3038.4500000000003,1.0
14883,73,2,358.48,1.0
14884,578,1,120.6,0.0
14885,41,3,1598.12,0.0
14886,162,1,364.8,0.0
14888,116,1,369.2,0.0
14889,245,1,135.9,0.0
14890,163,3,817.25,0.0
14891,57,4,1106.73,0.0
14892,600,1,202.35000000000002,0.0
14893,527,1,571.76,1.0
14894,352,2,837.0600000000001,1.0
14895,0,31,21955.62,1.0
14896,114,8,2092.42,0.0
14897,206,5,1949.66,1.0
14898,43,13,3215.59,1.0
14899,304,1,1384.88,0.0
14900,431,1,13.919999999999998,0.0
14901,11,8,1690.48,1.0
14902,305,2,702.96,1.0
14903,34,4,2411.82,1.0
14904,317,2,615.2,1.0
14905,67,8,1971.39,0.0
14906,354,1,68.44,0.0
14907,8,14,5272.87,1.0
14908,372,1,104.10000000000001,1.0
14909,346,3,1404.68,0.0
14911,2,309,234125.25,1.0
14912,156,5,1504.1899999999998,1.0
14913,92,7,3762.85,1.0
14915,0,11,1811.25,0.0
14916,3,7,2741.73,1.0
14917,506,2,1123.75,0.0
14918,25,9,5955.81,0.0
14919,448,1,359.35,0.0
14920,122,3,1607.17,0.0
14921,110,1,903.01,1.0
14922,303,2,843.74,0.0
14924,155,3,931.01,0.0
14926,291,2,359.4,0.0
14927,306,1,308.2,0.0
14928,537,1,223.91000000000003,0.0
14929,331,1,612.8100000000001,1.0
14930,18,6,5246.63,0.0
14931,115,2,586.0,1.0
14932,275,2,1029.66,0.0
14933,353,4,1770.0,0.0
14934,192,4,2441.4,1.0
14935,206,2,2849.83,0.0
14936,18,7,9346.67,1.0
14937,39,1,759.56,1.0
14938,471,2,2322.43,0.0
14940,327,2,531.49,0.0
14941,488,1,182.1,0.0
14942,311,4,746.56,0.0
14943,572,1,107.62,0.0
14944,4,14,7048.61,1.0
14945,323,1,179.4,0.0
14947,40,5,937.47,1.0
14948,7,4,639.23,1.0
14949,378,4,515.0,0.0
14952,116,28,13064.47,1.0
14953,327,3,723.95,1.0
14954,612,1,167.27,1.0
14955,642,1,163.77,0.0
14956,330,1,1325.0,0.0
14957,162,2,333.29,0.0
14958,56,6,957.9399999999999,0.0
14959,19,3,537.32,1.0
14960,80,1,88.3,1.0
14961,0,20,14283.4,1.0
14962,180,4,366.91,0.0
14963,93,8,1970.8799999999999,1.0
14964,156,1,206.21,0.0
14965,5,2,599.0,0.0
14966,296,5,924.5200000000001,1.0
14967,351,5,1518.81,1.0
14968,367,1,357.4,1.0
14969,613,1,906.23,0.0
14970,46,11,4447.04,1.0
14972,37,2,145.07,0.0
14973,16,3,1314.45,0.0
14975,330,1,192.45,1.0
14976,10,4,559.96,1.0
14977,635,1,31.929999999999996,0.0
14978,145,9,2748.0,1.0
14979,644,1,439.46,0.0
14980,646,1,150.68,0.0
14981,155,2,372.92,0.0
14982,481,1,237.78,0.0
14983,598,1,183.20000000000002,0.0
14984,90,5,1168.32,1.0
14985,107,2,296.75,0.0
14986,285,2,566.9,0.0
14987,275,7,1550.6499999999999,1.0
14988,121,7,2066.6,0.0
14989,571,1,342.4,0.0
14990,521,2,305.42,0.0
14991,339,1,314.67,0.0
14992,351,1,210.5,0.0
14993,473,1,36.13,0.0
14994,291,5,960.63,0.0
14995,189,1,119.31,1.0
14996,390,2,442.28999999999996,0.0
14997,87,2,385.68,1.0
14998,79,4,770.73,0.0
14999,502,1,129.48000000000002,0.0
15001,303,2,230.85999999999999,0.0
15002,25,9,4817.28,0.0
15003,382,6,1060.7,0.0
15004,56,1,1246.32,0.0
15005,5,48,12312.13,1.0
15006,362,1,323.05,1.0
15007,68,1,156.91,0.0
15008,389,2,360.0,0.0
15011,305,2,416.6,0.0
15012,283,2,628.64,1.0
15013,397,10,1641.3,0.0
15014,85,1,117.72999999999999,1.0
15015,410,13,2365.02,0.0
15016,82,5,630.3,0.0
15018,162,2,402.59000000000003,1.0
15019,176,1,266.0,0.0
15020,288,1,203.42,0.0
15021,66,8,1988.09,1.0
15022,586,1,281.05,1.0
15023,25,17,10478.24,1.0
15024,22,11,3259.8,1.0
15025,477,1,636.08,1.0
15026,149,4,823.39,1.0
15027,77,9,3096.42,1.0
15028,278,3,716.55,1.0
15029,529,1,365.1,0.0
15030,177,7,1614.39,1.0
15031,19,12,2750.23,1.0
15032,165,8,13780.65,0.0
15033,18,6,1629.1,1.0
15034,142,11,6669.62,1.0
15036,86,2,245.69,1.0
15037,285,2,402.51,0.0
15038,97,7,1121.82,1.0
15039,1,84,38630.79,1.0
15040,451,1,7.49,0.0
15041,79,2,294.02,0.0
15042,108,2,315.45,0.0
15043,372,5,2336.7999999999997,1.0
15044,45,31,13706.380000000001,1.0
15045,61,2,735.66,0.0
15046,6,21,6583.15,1.0
15047,179,1,343.62,0.0
15048,26,3,423.23,1.0
15049,183,1,121.17000000000002,0.0
15050,330,2,2411.7,1.0
15051,59,7,2921.29,1.0
15052,228,1,215.78,0.0
15053,65,2,478.6,1.0
15055,384,3,560.07,0.0
15056,429,1,133.45,0.0
15057,184,5,3255.96,0.0
15058,34,12,2530.7,1.0
15059,16,17,3194.45,1.0
15061,37,116,119859.38,1.0
15062,127,7,2411.8,1.0
15063,122,1,370.79999999999995,0.0
15064,319,4,1254.41,0.0
15065,74,4,3027.48,1.0
15067,192,3,2981.17,1.0
15068,165,3,863.4499999999999,1.0
15069,88,1,1109.53,0.0
15070,282,3,843.25,0.0
15071,3,4,1455.56,0.0
15072,388,1,187.51999999999998,0.0
15073,95,7,2606.57,1.0
15074,14,3,1566.33,0.0
15076,82,3,1447.74,0.0
15077,404,2,2428.08,0.0
15078,15,43,14721.36,1.0
15079,122,11,3767.35,0.0
15080,337,2,546.25,0.0
15081,117,9,1708.97,1.0
15082,578,1,93.35000000000001,0.0
15083,166,1,88.2,0.0
15084,289,2,965.2,0.0
15085,639,1,347.54,0.0
15086,474,2,218.53,0.0
15087,191,1,306.94,0.0
15089,3,3,2036.28,1.0
15090,217,1,381.32,0.0
15091,584,2,565.9,1.0
15092,124,3,776.46,0.0
15093,26,22,13756.19,1.0
15094,372,2,83.0,0.0
15095,13,10,3141.64,0.0
15097,492,2,660.27,1.0
15098,91,3,39916.5,0.0
15100,243,7,2894.7,0.0
15101,268,5,1262.69,1.0
15102,440,2,554.67,0.0
15104,106,2,1027.44,0.0
15105,44,3,1328.96,1.0
15106,50,3,1032.83,1.0
15107,220,9,940.35,0.0
15108,51,4,1300.25,0.0
15109,155,3,983.1,0.0
15110,36,4,886.3000000000001,1.0
15111,282,3,1451.89,1.0
15112,520,1,209.4,0.0
15114,2,9,2318.53,1.0
15115,642,1,191.74,1.0
15116,44,2,790.97,1.0
15117,30,5,1609.92,1.0
15118,43,1,244.8,0.0
15119,155,1,266.4,0.0
15120,43,1,358.82,0.0
15121,198,1,295.15,1.0
15122,23,11,4497.47,0.0
15123,115,4,3526.33,1.0
15124,101,3,357.38,1.0
15125,22,21,16291.87,1.0
15126,446,2,449.49,0.0
15127,429,1,304.97,1.0
15128,36,4,1482.92,1.0
15129,16,22,6209.51,1.0
15130,79,1,330.11,0.0
15131,304,1,80.28,0.0
15132,15,3,842.23,1.0
15133,37,5,1806.9,0.0
15134,36,6,823.16,1.0
15135,148,2,305.68,0.0
15136,5,1,582.9,1.0
15137,430,2,823.4,0.0
15138,303,1,502.52,0.0
15139,149,2,178.96,0.0
15140,25,6,2617.55,1.0
15141,367,7,1388.47,0.0
15142,319,5,2121.18,1.0
15143,135,2,563.63,0.0
15144,2,22,9140.710000000001,1.0
15145,136,2,724.03,1.0
15146,74,2,1327.16,0.0
15147,149,1,623.5,0.0
15149,43,5,1554.6100000000001,0.0
15150,18,8,7256.2300000000005,1.0
15151,332,2,2085.61,0.0
15152,22,7,2901.35,1.0
15154,387,2,1091.99,1.0
15155,292,1,383.96999999999997,0.0
15157,63,4,2223.41,1.0
15158,310,1,204.62,1.0
15159,22,22,12445.69,1.0
15160,266,4,589.27,0.0
15161,297,1,119.92,0.0
15162,640,1,312.9,0.0
15163,101,1,155.0,1.0
15164,117,8,1594.05,1.0
15165,282,1,975.5,0.0
15166,377,1,167.16,0.0
15167,230,5,1659.67,0.0
15169,291,2,569.22,0.0
15170,316,1,81.15,0.0
15171,240,1,1289.5,0.0
15172,45,3,886.74,1.0
15173,290,7,1494.6,0.0
15174,232,2,481.46,0.0
15176,577,1,988.04,0.0
15177,335,1,948.93,0.0
15178,169,1,40.5,0.0
15179,143,11,6740.09,1.0
15180,276,3,904.4300000000001,0.0
15181,84,4,945.7199999999999,1.0
15182,63,11,2998.952,0.0
15183,457,3,639.93,0.0
15184,100,3,518.42,1.0
15186,77,4,1221.05,1.0
15187,1,6,1883.88,1.0
15188,634,1,310.43,0.0
15189,0,38,13934.76,1.0
15190,343,1,834.4399999999999,0.0
15191,372,3,588.05,0.0
15192,29,5,1981.39,0.0
15194,36,24,9280.69,1.0
15196,342,2,316.25,0.0
15197,162,5,1571.15,1.0
15198,1,5,571.35,0.0
15199,4,9,2821.45,1.0
15200,404,1,549.05,0.0
15201,35,6,1539.67,1.0
15202,329,3,6001.49,0.0
15203,15,13,3900.7,1.0
15204,266,1,316.58,0.0
15205,36,1,476.29999999999995,1.0
15206,9,3,236.7,1.0
15207,325,3,683.9200000000001,0.0
15208,72,3,423.91999999999996,1.0
15209,639,1,178.98000000000002,0.0
15210,134,3,1176.19,0.0
15211,274,1,766.14,1.0
15212,150,2,208.28,0.0
15213,228,2,328.35,0.0
15214,93,2,651.63,1.0
15215,6,5,1987.53,1.0
15216,528,1,389.49,1.0
15217,472,1,426.24,0.0
15218,26,19,9625.03,1.0
15219,85,2,685.45,0.0
15220,24,5,1284.05,1.0
15221,275,4,2465.4500000000003,0.0
15222,228,11,3550.91,0.0
15223,135,5,1417.95,0.0
15224,267,5,871.36,0.0
15225,143,1,409.40000000000003,0.0
15226,220,1,154.41,0.0
15227,125,7,2145.91,1.0
15228,39,5,4417.59,1.0
15229,495,1,160.5,0.0
15230,148,2,429.6,0.0
15231,530,1,250.26,0.0
15232,22,2,612.06,0.0
15233,310,1,59.400000000000006,0.0
15234,186,1,197.0,0.0
15235,127,16,2937.81,0.0
15236,208,1,321.05,0.0
15237,112,2,1093.65,1.0
15238,4,2,772.78,1.0
15240,101,10,3798.79,1.0
15241,36,9,2638.58,1.0
15242,331,1,302.04,0.0
15243,344,1,610.6,1.0
15244,157,2,578.45,1.0
15245,43,8,4610.84,0.0
15246,147,3,780.4,0.0
15247,31,3,976.06,0.0
15248,320,3,1893.93,0.0
15249,1,16,8216.88,1.0
15250,550,1,60.0,0.0
15251,0,18,19535.37,1.0
15252,92,4,1663.18,1.0
15253,79,4,1310.74,1.0
15254,36,3,1088.35,0.0
15255,305,8,2838.57,1.0
15256,58,2,170.4,0.0
15257,192,2,685.9,0.0
15258,78,2,623.16,0.0
15259,422,4,1182.3799999999999,0.0
15260,9,25,9188.23,0.0
15261,44,4,1508.0,0.0
15262,233,3,418.82,0.0
15263,16,1,156.51,0.0
15264,439,1,454.66,1.0
15265,60,4,3345.64,0.0
15266,247,5,852.21,0.0
15267,65,2,1407.76,1.0
15268,388,3,961.9000000000001,0.0
15269,289,2,816.56,1.0
15270,27,19,7995.66,1.0
15271,4,19,3799.09,1.0
15272,359,4,1363.54,1.0
15273,509,1,228.96,0.0
15276,303,3,514.22,1.0
15277,334,1,220.44,1.0
15278,471,4,496.15999999999997,0.0
15279,264,5,1580.54,0.0
15280,81,3,406.21999999999997,0.0
15281,46,15,8403.2,1.0
15282,479,1,348.59,0.0
15283,299,3,148.33,0.0
15284,409,1,24.75,0.0
15285,317,1,94.92,0.0
15287,289,3,369.34000000000003,1.0
15288,65,9,3582.9700000000003,1.0
15289,47,4,1351.29,1.0
15290,13,20,5945.65,1.0
15291,4,37,12863.28,1.0
15292,110,1,180.94,0.0
15293,575,1,247.5,0.0
15294,320,1,233.35,0.0
15295,563,1,217.23999999999998,0.0
15296,18,11,9269.46,1.0
15298,2,18,8017.69,1.0
15299,73,8,6519.54,1.0
15301,23,14,6280.89,1.0
15302,639,1,308.0,0.0
15303,199,3,1224.18,0.0
15304,74,7,717.0500000000001,1.0
15305,464,1,93.6,0.0
15306,2,8,2967.45,1.0
15307,5,1,205.3,0.0
15308,183,1,310.47,0.0
