Customer ID,Recency,Frequency,Monetary,Segment,SegmentName
15269,23,3,1225.36,1,VIP Loyalists
15270,15,21,8524.86,1,VIP Loyalists
15271,6,24,4709.54,1,VIP Loyalists
15272,56,6,2085.48,1,VIP Loyalists
15273,599,1,228.96,0,At-Risk Customers
15274,3,2,716.57,1,VIP Loyalists
15275,37,1,615.14,1,VIP Loyalists
15276,65,4,649.53,1,VIP Loyalists
15277,46,2,476.34,1,VIP Loyalists
15278,561,4,496.16,0,At-Risk Customers
15279,354,5,1580.54,0,At-Risk Customers
15280,171,3,406.22,1,VIP Loyalists
15281,58,16,8543.57,1,VIP Loyalists
15282,569,1,348.59,0,At-Risk Customers
15283,389,3,148.33,0,At-Risk Customers
15284,499,1,24.75,0,At-Risk Customers
15285,407,1,94.92,0,At-Risk Customers
15286,49,1,240.55,1,VIP Loyalists
15287,21,5,856.03,1,VIP Loyalists
15288,42,10,3883.13,1,VIP Loyalists
15289,28,5,1593.09,1,VIP Loyalists
15290,4,26,10496.28,1,VIP Loyalists
15291,25,40,13846.56,1,VIP Loyalists
15292,200,1,180.94,1,VIP Loyalists
15293,665,1,247.5,0,At-Risk Customers
15294,410,1,233.35,0,At-Risk Customers
15295,653,1,217.24,0,At-Risk Customers
15296,50,12,10342.83,1,VIP Loyalists
15297,9,3,641.94,1,VIP Loyalists
15298,1,23,9459.37,1,VIP Loyalists
15299,66,10,7991.54,1,VIP Loyalists
15300,63,1,496.44,1,VIP Loyalists
15301,50,17,7603.44,1,VIP Loyalists
15302,729,1,308.0,0,At-Risk Customers
15303,289,3,1224.18,0,At-Risk Customers
15304,60,9,919.55,1,VIP Loyalists
15305,554,1,93.6,0,At-Risk Customers
15306,63,9,3484.73,1,VIP Loyalists
15307,95,1,205.3,1,VIP Loyalists
15308,273,1,310.47,0,At-Risk Customers
15309,610,4,797.96,0,At-Risk Customers
15310,478,1,1634.64,0,At-Risk Customers
15311,0,208,116771.16,2,Regular Customers
15312,74,12,2930.19,1,VIP Loyalists
15313,109,1,52.0,1,VIP Loyalists
15314,198,3,820.4499999999999,1,VIP Loyalists
15315,63,2,570.5,1,VIP Loyalists
15316,326,1,165.0,0,At-Risk Customers
15317,676,1,129.75,0,At-Risk Customers
15318,3,1,312.62,1,VIP Loyalists
15319,283,1,204.5,0,At-Risk Customers
15320,43,1,267.13,1,VIP Loyalists
15321,70,12,6709.7300000000005,1,VIP Loyalists
15322,85,2,1390.86,1,VIP Loyalists
15323,562,3,434.6,0,At-Risk Customers
15324,700,1,140.22000000000003,0,At-Risk Customers
15325,103,8,1602.01,1,VIP Loyalists
15326,333,5,1700.52,0,At-Risk Customers
15327,52,1,208.75,1,VIP Loyalists
15328,407,1,107.24,0,At-Risk Customers
15329,38,11,2984.33,1,VIP Loyalists
15330,31,2,714.96,1,VIP Loyalists
15331,499,3,767.91,0,At-Risk Customers
15332,365,6,6553.74,0,At-Risk Customers
15333,207,1,1028.56,1,VIP Loyalists
15334,156,3,351.67,1,VIP Loyalists
15335,53,1,173.97,1,VIP Loyalists
15336,401,1,240.5,0,At-Risk Customers
15337,410,1,373.02,0,At-Risk Customers
15338,676,1,283.43,0,At-Risk Customers
15339,65,7,1827.84,1,VIP Loyalists
15340,561,1,105.5,0,At-Risk Customers
15341,80,2,2402.7200000000003,1,VIP Loyalists
15342,129,1,406.09,1,VIP Loyalists
15343,86,1,364.5,1,VIP Loyalists
15344,0,3,563.94,1,VIP Loyalists
15345,45,1,393.54,1,VIP Loyalists
15346,332,3,596.12,0,At-Risk Customers
15347,365,4,1363.6,0,At-Risk Customers
15348,71,1,158.04,1,VIP Loyalists
15349,157,2,473.81,1,VIP Loyalists
15350,372,2,663.25,0,At-Risk Customers
15351,11,10,3738.29,1,VIP Loyalists
15352,548,1,114.95,0,At-Risk Customers
15353,254,7,3175.95,1,VIP Loyalists
15354,602,3,284.4,0,At-Risk Customers
15355,28,2,277.05,1,VIP Loyalists
15356,30,13,3464.95,1,VIP Loyalists
15358,4,42,17050.41,1,VIP Loyalists
15359,662,8,181.35,0,At-Risk Customers
15360,39,1,427.93,1,VIP Loyalists
15361,361,4,689.07,0,At-Risk Customers
15362,448,2,613.08,0,At-Risk Customers
15363,372,2,1004.11,0,At-Risk Customers
15364,95,2,913.19,1,VIP Loyalists
15365,25,13,4557.13,1,VIP Loyalists
15366,74,7,2389.08,1,VIP Loyalists
15367,56,11,5081.33,1,VIP Loyalists
15368,20,2,722.74,1,VIP Loyalists
15369,491,11,6251.26,0,At-Risk Customers
15370,40,8,3739.01,1,VIP Loyalists
15371,661,1,59.400000000000006,0,At-Risk Customers
15372,136,8,6017.06,1,VIP Loyalists
15373,7,17,3421.39,1,VIP Loyalists
15374,128,2,307.32,1,VIP Loyalists
15375,689,1,60.96,0,At-Risk Customers
15376,39,3,1233.36,1,VIP Loyalists
15377,382,4,1211.75,0,At-Risk Customers
15378,462,2,246.5,0,At-Risk Customers
15379,168,8,4877.84,1,VIP Loyalists
15380,8,11,3479.0600000000004,1,VIP Loyalists
15381,213,5,1890.57,1,VIP Loyalists
15382,14,12,13733.55,1,VIP Loyalists
15384,169,4,2027.79,1,VIP Loyalists
15385,39,3,942.08,1,VIP Loyalists
15386,185,1,394.14,1,VIP Loyalists
15387,491,1,468.65,0,At-Risk Customers
15388,269,1,140.54,0,At-Risk Customers
15389,171,5,2733.8,1,VIP Loyalists
15390,395,2,1216.66,0,At-Risk Customers
15391,583,1,289.87,0,At-Risk Customers
15392,4,7,2911.62,1,VIP Loyalists
15393,15,5,891.34,1,VIP Loyalists
15394,9,11,5286.8,1,VIP Loyalists
15395,325,1,107.45,0,At-Risk Customers
15396,112,2,796.38,1,VIP Loyalists
15397,289,1,94.0,0,At-Risk Customers
15398,15,2,1345.53,1,VIP Loyalists
15399,0,3,815.77,1,VIP Loyalists
15400,91,8,1302.3,1,VIP Loyalists
15401,451,2,216.95,0,At-Risk Customers
15402,148,6,1830.54,1,VIP Loyalists
15403,491,2,170.88,0,At-Risk Customers
15404,375,1,257.06,0,At-Risk Customers
15405,188,2,659.84,1,VIP Loyalists
15406,30,4,975.87,1,VIP Loyalists
15407,33,4,1056.44,1,VIP Loyalists
15408,263,1,267.18,0,At-Risk Customers
15409,720,1,131.25,0,At-Risk Customers
15410,83,10,4685.72,1,VIP Loyalists
15411,25,4,1358.88,1,VIP Loyalists
15412,170,1,190.53,1,VIP Loyalists
15413,691,5,6798.72,0,At-Risk Customers
15414,9,3,774.9000000000001,1,VIP Loyalists
15415,312,1,572.8100000000001,0,At-Risk Customers
15416,64,7,4572.82,1,VIP Loyalists
15417,84,1,508.8,1,VIP Loyalists
15418,424,2,452.32,0,At-Risk Customers
15419,24,1,135.86,1,VIP Loyalists
15420,433,6,743.0,0,At-Risk Customers
15421,58,10,3805.34,1,VIP Loyalists
15422,322,7,1619.97,0,At-Risk Customers
15423,37,3,266.89,1,VIP Loyalists
15424,253,3,597.78,1,VIP Loyalists
15425,399,4,1944.57,0,At-Risk Customers
15426,18,9,2615.39,1,VIP Loyalists
15427,32,3,1483.14,1,VIP Loyalists
15428,14,4,762.75,1,VIP Loyalists
15429,26,2,397.35,1,VIP Loyalists
15430,467,2,954.75,0,At-Risk Customers
15431,502,1,153.24,0,At-Risk Customers
15432,22,2,320.76,1,VIP Loyalists
15433,213,2,533.3,1,VIP Loyalists
15434,7,11,2567.06,1,VIP Loyalists
15435,21,1,149.29,1,VIP Loyalists
15436,11,3,1122.53,1,VIP Loyalists
15437,261,2,393.45,0,At-Risk Customers
15438,130,1,156.57999999999998,1,VIP Loyalists
15439,404,4,1269.05,0,At-Risk Customers
15440,54,3,383.68,1,VIP Loyalists
15441,395,3,1254.21,0,At-Risk Customers
15442,248,1,594.0,1,VIP Loyalists
15443,1,14,5175.93,1,VIP Loyalists
15444,8,2,1418.26,1,VIP Loyalists
15445,263,2,284.5,0,At-Risk Customers
15446,376,3,406.95,0,At-Risk Customers
15447,330,5,492.88,0,At-Risk Customers
15448,312,2,788.81,0,At-Risk Customers
15449,25,3,974.52,1,VIP Loyalists
15450,29,1,429.84,1,VIP Loyalists
15451,433,2,233.21,0,At-Risk Customers
15452,29,6,1799.11,1,VIP Loyalists
15453,1,7,1388.37,1,VIP Loyalists
15454,361,2,307.69,0,At-Risk Customers
15455,597,1,38.25,0,At-Risk Customers
15456,282,10,2119.27,0,At-Risk Customers
15457,261,1,237.07,0,At-Risk Customers
15458,24,2,370.44,1,VIP Loyalists
15459,416,2,202.83,0,At-Risk Customers
15460,353,1,216.76,0,At-Risk Customers
15461,460,2,429.7,0,At-Risk Customers
15462,93,4,737.05,1,VIP Loyalists
15463,28,1,126.14,1,VIP Loyalists
15464,337,1,1048.85,0,At-Risk Customers
15465,19,32,12655.65,1,VIP Loyalists
15466,84,4,1571.01,1,VIP Loyalists
15467,8,3,524.88,1,VIP Loyalists
15468,50,3,1430.48,1,VIP Loyalists
15469,49,3,874.25,1,VIP Loyalists
15470,575,1,63.42,0,At-Risk Customers
15471,1,3,1316.56,1,VIP Loyalists
15472,112,1,371.56,1,VIP Loyalists
15473,13,8,2046.0,1,VIP Loyalists
15474,595,1,163.1,0,At-Risk Customers
15475,76,1,454.11,1,VIP Loyalists
15476,379,4,2209.98,0,At-Risk Customers
15477,649,1,368.4,0,At-Risk Customers
15478,39,3,2024.98,1,VIP Loyalists
15479,732,1,147.4,0,At-Risk Customers
15480,115,5,6279.0,1,VIP Loyalists
15481,400,1,1993.34,0,At-Risk Customers
15482,15,19,14592.56,1,VIP Loyalists
15483,160,10,862.2,1,VIP Loyalists
15484,0,6,4656.0,1,VIP Loyalists
15485,29,7,5771.51,1,VIP Loyalists
15486,526,1,102.0,0,At-Risk Customers
15487,679,1,231.32,0,At-Risk Customers
15488,92,5,431.92,1,VIP Loyalists
15489,22,8,2419.61,1,VIP Loyalists
15490,429,1,217.6,0,At-Risk Customers
15491,94,6,3100.09,1,VIP Loyalists
15492,27,2,659.4599999999999,1,VIP Loyalists
15493,32,9,4314.9800000000005,1,VIP Loyalists
15494,20,5,3780.05,1,VIP Loyalists
15495,378,1,246.5,0,At-Risk Customers
15496,630,1,146.14,0,At-Risk Customers
15497,17,9,8657.39,1,VIP Loyalists
15498,2,44,26039.58,1,VIP Loyalists
15499,723,1,161.6,0,At-Risk Customers
15500,7,4,1131.56,1,VIP Loyalists
15501,404,2,402.5,0,At-Risk Customers
15502,15,14,13993.47,1,VIP Loyalists
15503,362,2,267.15,0,At-Risk Customers
15504,80,4,423.85,1,VIP Loyalists
15505,52,5,3610.96,1,VIP Loyalists
15506,22,6,2040.03,1,VIP Loyalists
15507,171,1,492.36,1,VIP Loyalists
15508,188,6,1000.27,1,VIP Loyalists
15509,379,1,166.51,0,At-Risk Customers
15510,330,1,250.0,0,At-Risk Customers
15511,11,5,909.23,1,VIP Loyalists
15512,155,4,331.58,1,VIP Loyalists
15513,32,35,27750.55,1,VIP Loyalists
15514,11,18,6598.55,1,VIP Loyalists
15515,386,1,171.81,0,At-Risk Customers
15516,44,3,62.43,1,VIP Loyalists
15517,232,1,267.03,1,VIP Loyalists
15518,63,15,4218.94,1,VIP Loyalists
15519,382,2,344.61,0,At-Risk Customers
15520,1,1,343.5,1,VIP Loyalists
15521,39,16,7106.69,1,VIP Loyalists
15522,32,2,398.84,1,VIP Loyalists
15523,83,16,17359.99,1,VIP Loyalists
15524,24,2,591.4,1,VIP Loyalists
15525,1,4,1295.7,1,VIP Loyalists
15526,32,2,148.44,1,VIP Loyalists
15527,18,23,5575.64,1,VIP Loyalists
15528,253,1,229.33,0,At-Risk Customers
15529,22,12,5111.95,1,VIP Loyalists
15530,21,5,1813.72,1,VIP Loyalists
15531,7,2,2007.44,1,VIP Loyalists
15532,24,10,3771.9,1,VIP Loyalists
15533,18,3,807.57,1,VIP Loyalists
15534,725,1,162.25,0,At-Risk Customers
15535,172,6,1087.82,1,VIP Loyalists
15536,408,1,259.09,0,At-Risk Customers
15537,162,1,110.92,1,VIP Loyalists
15538,537,6,3358.4,0,At-Risk Customers
15539,6,1,538.46,1,VIP Loyalists
15540,10,2,460.68,1,VIP Loyalists
15541,113,1,85.13000000000001,1,VIP Loyalists
15542,511,3,918.45,0,At-Risk Customers
15543,287,2,242.84,0,At-Risk Customers
15544,8,20,8162.43,1,VIP Loyalists
15545,53,2,428.05,1,VIP Loyalists
15546,606,2,1079.1,0,At-Risk Customers
15547,6,26,10154.39,1,VIP Loyalists
15548,595,1,158.09,0,At-Risk Customers
15549,76,8,2345.96,1,VIP Loyalists
15550,3,12,2218.8,1,VIP Loyalists
15551,36,7,1710.08,1,VIP Loyalists
15552,216,2,252.52,1,VIP Loyalists
15553,59,1,437.23,1,VIP Loyalists
15554,277,1,217.2,0,At-Risk Customers
15555,11,36,12112.35,1,VIP Loyalists
15556,23,1,279.77,1,VIP Loyalists
15557,28,1,473.65,1,VIP Loyalists
15558,638,1,214.13,0,At-Risk Customers
15559,567,1,1109.4,0,At-Risk Customers
15560,397,2,153.52,0,At-Risk Customers
15561,11,8,1934.39,1,VIP Loyalists
15562,351,3,673.3800000000001,0,At-Risk Customers
15563,21,7,2867.0,1,VIP Loyalists
15564,462,2,70.74000000000001,0,At-Risk Customers
15565,49,2,173.16,1,VIP Loyalists
15566,392,2,227.87,0,At-Risk Customers
15567,18,1,186.01,1,VIP Loyalists
15568,2,3,758.29,1,VIP Loyalists
15569,103,10,3586.35,1,VIP Loyalists
15570,6,25,9311.04,1,VIP Loyalists
15571,11,14,4051.63,1,VIP Loyalists
15572,4,10,4068.67,1,VIP Loyalists
15573,31,5,1207.18,1,VIP Loyalists
15574,177,6,1518.7,1,VIP Loyalists
15575,619,1,30.1,0,At-Risk Customers
15576,37,1,940.67,1,VIP Loyalists
15577,150,5,397.98,1,VIP Loyalists
15578,161,1,127.1,1,VIP Loyalists
15579,68,5,1302.5,1,VIP Loyalists
15580,376,8,1381.19,0,At-Risk Customers
15581,120,38,7794.59,1,VIP Loyalists
15582,24,3,682.9100000000001,1,VIP Loyalists
15583,375,1,107.86,0,At-Risk Customers
15584,23,6,1277.5,1,VIP Loyalists
15585,176,1,455.3,1,VIP Loyalists
15586,592,3,1139.1,0,At-Risk Customers
15587,49,7,1522.0800000000002,1,VIP Loyalists
15588,677,1,579.6,0,At-Risk Customers
15589,255,3,478.53,1,VIP Loyalists
15590,381,5,1496.6,0,At-Risk Customers
15591,582,3,217.9,0,At-Risk Customers
15592,46,1,388.58,1,VIP Loyalists
15593,70,1,199.8,1,VIP Loyalists
15594,15,5,1771.78,1,VIP Loyalists
15595,487,1,357.6,0,At-Risk Customers
15596,100,9,3130.04,1,VIP Loyalists
15597,34,2,563.37,1,VIP Loyalists
15598,52,2,548.02,1,VIP Loyalists
15599,26,3,1250.06,1,VIP Loyalists
15600,427,4,1199.31,0,At-Risk Customers
15601,10,30,14960.12,1,VIP Loyalists
15602,7,16,3230.51,1,VIP Loyalists
15603,78,2,88.48,1,VIP Loyalists
15604,51,1,216.39,1,VIP Loyalists
15605,35,9,1936.8,1,VIP Loyalists
15606,60,17,5230.99,1,VIP Loyalists
15607,336,9,1708.97,0,At-Risk Customers
15608,27,5,1785.98,1,VIP Loyalists
15609,183,1,298.48,1,VIP Loyalists
15610,51,1,112.46,1,VIP Loyalists
15611,9,26,2997.28,1,VIP Loyalists
15612,35,2,195.15,1,VIP Loyalists
15613,609,1,433.72,0,At-Risk Customers
15614,437,4,3147.36,0,At-Risk Customers
15615,9,47,21373.97,1,VIP Loyalists
15616,437,1,317.11,0,At-Risk Customers
15617,395,3,828.5500000000001,0,At-Risk Customers
15618,32,4,776.851,1,VIP Loyalists
15619,10,1,336.40000000000003,1,VIP Loyalists
15620,56,4,1942.36,1,VIP Loyalists
15621,3,4,1293.03,1,VIP Loyalists
15622,42,17,7852.61,1,VIP Loyalists
15623,140,8,2437.05,1,VIP Loyalists
15624,116,4,588.13,1,VIP Loyalists
15625,103,9,3236.4,1,VIP Loyalists
15626,74,3,1067.52,1,VIP Loyalists
15627,456,2,566.9,0,At-Risk Customers
15628,4,17,5652.26,1,VIP Loyalists
15629,449,4,2240.9,0,At-Risk Customers
15630,44,3,1481.4,1,VIP Loyalists
15631,641,1,596.67,0,At-Risk Customers
15632,15,8,3285.31,1,VIP Loyalists
15633,508,13,4352.46,0,At-Risk Customers
15634,16,2,554.65,1,VIP Loyalists
15635,395,1,100.35,0,At-Risk Customers
15636,89,4,1444.58,1,VIP Loyalists
15637,52,5,797.59,1,VIP Loyalists
15638,378,6,2265.2,0,At-Risk Customers
15639,133,3,1065.08,1,VIP Loyalists
15640,3,29,23957.58,1,VIP Loyalists
15641,104,12,5345.55,1,VIP Loyalists
15642,729,1,105.78000000000002,0,At-Risk Customers
15643,191,3,664.0,1,VIP Loyalists
15644,165,4,813.0,1,VIP Loyalists
15645,18,3,1055.17,1,VIP Loyalists
15646,157,5,974.61,1,VIP Loyalists
15647,414,1,169.0,0,At-Risk Customers
15648,203,2,657.35,1,VIP Loyalists
15649,335,4,2170.35,0,At-Risk Customers
15650,521,2,553.88,0,At-Risk Customers
15651,36,5,1259.06,1,VIP Loyalists
15652,90,5,1420.34,1,VIP Loyalists
15653,92,2,877.4399999999999,1,VIP Loyalists
15654,8,2,922.53,1,VIP Loyalists
15655,242,1,560.67,1,VIP Loyalists
15656,44,4,748.5,1,VIP Loyalists
15657,22,1,30.0,1,VIP Loyalists
15658,189,8,2423.4700000000003,1,VIP Loyalists
15659,43,3,532.49,1,VIP Loyalists
15660,24,15,2812.99,1,VIP Loyalists
15661,316,8,1215.95,0,At-Risk Customers
15662,660,2,283.73,0,At-Risk Customers
15663,105,1,138.14,1,VIP Loyalists
15664,50,4,1254.03,1,VIP Loyalists
15665,167,5,4015.12,1,VIP Loyalists
15666,471,2,632.9399999999999,0,At-Risk Customers
15667,39,1,301.32,1,VIP Loyalists
15668,217,1,76.32000000000001,1,VIP Loyalists
15669,39,4,684.34,1,VIP Loyalists
15670,296,2,325.2,0,At-Risk Customers
15671,18,7,2657.13,1,VIP Loyalists
15672,724,1,45.3,0,At-Risk Customers
15673,87,9,6414.79,1,VIP Loyalists
15674,72,13,6948.2300000000005,1,VIP Loyalists
15675,80,4,542.04,1,VIP Loyalists
15676,18,3,3435.76,1,VIP Loyalists
15677,48,3,1305.63,1,VIP Loyalists
15678,52,3,1893.89,1,VIP Loyalists
15679,23,4,781.28,1,VIP Loyalists
15680,8,10,4507.58,1,VIP Loyalists
15681,24,14,2989.7,1,VIP Loyalists
15682,598,2,318.24,0,At-Risk Customers
15683,116,2,524.54,1,VIP Loyalists
15684,546,3,173.95,0,At-Risk Customers
15685,449,1,55.98,0,At-Risk Customers
15686,419,1,90.0,0,At-Risk Customers
15687,8,9,2993.1,1,VIP Loyalists
15688,418,1,190.57,0,At-Risk Customers
15689,119,3,521.03,1,VIP Loyalists
15690,3,2,239.76,1,VIP Loyalists
15691,251,4,571.3,1,VIP Loyalists
15692,27,1,191.04,1,VIP Loyalists
15693,658,1,37.5,0,At-Risk Customers
15694,0,24,10810.81,1,VIP Loyalists
15695,266,4,1131.04,0,At-Risk Customers
15696,32,13,3906.57,1,VIP Loyalists
15697,689,1,246.75,0,At-Risk Customers
15698,623,1,46.2,0,At-Risk Customers
15699,17,1,309.65,1,VIP Loyalists
15700,171,2,696.68,1,VIP Loyalists
15701,1,4,1542.14,1,VIP Loyalists
15702,475,2,140.39,0,At-Risk Customers
15703,264,1,211.5,0,At-Risk Customers
15704,139,6,3817.96,1,VIP Loyalists
15705,200,1,143.1,1,VIP Loyalists
15706,63,4,1060.56,1,VIP Loyalists
15707,34,4,945.58,1,VIP Loyalists
15708,40,9,4378.72,1,VIP Loyalists
15709,283,2,327.85,0,At-Risk Customers
15710,416,1,898.87,0,At-Risk Customers
15711,556,2,420.25,0,At-Risk Customers
15712,8,12,3472.4100000000003,1,VIP Loyalists
15713,142,4,1010.79,1,VIP Loyalists
15714,11,5,784.8100000000001,1,VIP Loyalists
15715,555,5,658.02,0,At-Risk Customers
15716,145,11,3056.81,1,VIP Loyalists
15717,233,5,607.0,1,VIP Loyalists
15718,539,1,293.79,0,At-Risk Customers
15719,32,31,10223.06,1,VIP Loyalists
15720,23,2,741.92,1,VIP Loyalists
15721,11,1,507.08,1,VIP Loyalists
15722,35,11,5258.1,1,VIP Loyalists
15723,364,4,947.65,0,At-Risk Customers
15724,200,3,310.85,1,VIP Loyalists
15725,14,1,415.25,1,VIP Loyalists
15726,389,1,321.91,0,At-Risk Customers
15727,16,15,9445.51,1,VIP Loyalists
15728,379,2,544.6,0,At-Risk Customers
15729,212,3,192.55,1,VIP Loyalists
15730,65,5,1726.58,1,VIP Loyalists
15731,553,1,125.3,0,At-Risk Customers
15732,211,10,1682.07,1,VIP Loyalists
15733,282,1,162.3,0,At-Risk Customers
15734,114,4,2263.3,1,VIP Loyalists
15735,420,1,327.68,0,At-Risk Customers
15736,434,2,1815.72,0,At-Risk Customers
15737,14,8,1205.12,1,VIP Loyalists
15738,18,41,13372.97,1,VIP Loyalists
15739,65,1,449.12,1,VIP Loyalists
15740,48,1,154.88,1,VIP Loyalists
15741,457,2,208.62,0,At-Risk Customers
15742,618,1,156.87,0,At-Risk Customers
15743,15,4,784.46,1,VIP Loyalists
15744,77,1,34.8,1,VIP Loyalists
15745,18,4,1094.59,1,VIP Loyalists
15746,133,1,196.88,1,VIP Loyalists
15747,12,9,2562.61,1,VIP Loyalists
15748,39,3,614.7600000000001,1,VIP Loyalists
15749,234,3,44534.3,1,VIP Loyalists
15750,2,18,6797.191,1,VIP Loyalists
15751,460,11,1380.44,0,At-Risk Customers
15752,39,9,4207.54,1,VIP Loyalists
15753,304,1,79.2,0,At-Risk Customers
15754,50,9,3037.61,1,VIP Loyalists
15755,9,17,5993.12,1,VIP Loyalists
15756,60,4,532.96,1,VIP Loyalists
15757,65,6,2940.36,1,VIP Loyalists
15758,24,1,205.25,1,VIP Loyalists
15759,217,7,830.9300000000001,1,VIP Loyalists
15760,630,2,13916.34,0,At-Risk Customers
15761,442,1,143.05,0,At-Risk Customers
15762,64,2,583.75,1,VIP Loyalists
15763,31,2,1086.92,1,VIP Loyalists
15764,87,8,4503.08,1,VIP Loyalists
15765,666,1,370.63,0,At-Risk Customers
15766,63,3,831.06,1,VIP Loyalists
15768,115,34,15601.09,1,VIP Loyalists
15769,6,46,88704.32,2,Regular Customers
15770,612,1,321.45,0,At-Risk Customers
15771,603,3,1006.54,0,At-Risk Customers
15772,417,1,280.88,0,At-Risk Customers
15773,5,2,774.52,1,VIP Loyalists
15774,68,6,1329.94,1,VIP Loyalists
15775,244,2,150.5,1,VIP Loyalists
15776,132,1,241.62,1,VIP Loyalists
15777,240,7,1762.61,1,VIP Loyalists
15778,430,1,307.95,0,At-Risk Customers
15779,462,2,124.08,0,At-Risk Customers
15780,183,3,475.28,1,VIP Loyalists
15781,24,3,345.46,1,VIP Loyalists
15782,9,4,4014.1,1,VIP Loyalists
15783,10,1,246.3,1,VIP Loyalists
15784,467,2,848.3299999999999,0,At-Risk Customers
15785,32,16,5969.93,1,VIP Loyalists
15786,45,5,8514.82,1,VIP Loyalists
15787,25,3,948.05,1,VIP Loyalists
15788,508,1,221.83,0,At-Risk Customers
15789,357,6,1962.01,0,At-Risk Customers
15790,9,1,220.85,1,VIP Loyalists
15791,43,5,3608.34,1,VIP Loyalists
15792,399,2,933.84,0,At-Risk Customers
15793,14,8,2399.57,1,VIP Loyalists
15794,735,2,777.0,0,At-Risk Customers
15795,149,8,1979.87,1,VIP Loyalists
15796,0,17,5175.83,1,VIP Loyalists
15797,112,6,2821.08,1,VIP Loyalists
15798,492,3,1535.37,0,At-Risk Customers
15799,75,4,1424.29,1,VIP Loyalists
15800,106,7,1242.58,1,VIP Loyalists
15801,45,3,1063.95,1,VIP Loyalists
15802,142,1,451.42,1,VIP Loyalists
15803,50,4,1929.66,1,VIP Loyalists
15804,0,13,4206.39,1,VIP Loyalists
15805,22,30,10189.23,1,VIP Loyalists
15806,45,3,784.58,1,VIP Loyalists
15807,49,5,1817.52,1,VIP Loyalists
15808,305,21,18409.93,1,VIP Loyalists
15809,35,7,1274.44,1,VIP Loyalists
15810,78,8,2999.04,1,VIP Loyalists
15811,21,7,3890.52,1,VIP Loyalists
15812,106,12,5201.47,1,VIP Loyalists
15813,207,2,1303.91,1,VIP Loyalists
15814,16,6,2634.44,1,VIP Loyalists
15815,63,5,2100.6,1,VIP Loyalists
15816,541,2,144.14999999999998,0,At-Risk Customers
15817,420,3,2766.4,0,At-Risk Customers
15818,587,1,340.5,0,At-Risk Customers
15819,48,10,3934.79,1,VIP Loyalists
15820,319,1,206.98,0,At-Risk Customers
15821,43,2,570.96,1,VIP Loyalists
15822,2,6,1840.06,1,VIP Loyalists
15823,371,3,3897.17,0,At-Risk Customers
15824,452,2,890.94,0,At-Risk Customers
15825,171,1,532.94,1,VIP Loyalists
15826,55,4,2598.28,1,VIP Loyalists
15827,72,28,3794.07,1,VIP Loyalists
15828,374,1,1108.82,0,At-Risk Customers
15829,98,2,636.14,1,VIP Loyalists
15830,37,1,576.0,1,VIP Loyalists
15831,57,3,801.76,1,VIP Loyalists
15832,253,1,836.79,0,At-Risk Customers
15833,737,1,80.4,0,At-Risk Customers
15834,69,7,3772.99,1,VIP Loyalists
15835,43,4,954.09,1,VIP Loyalists
15836,49,1,137.37,1,VIP Loyalists
15837,64,2,777.01,1,VIP Loyalists
15838,10,34,74163.0,1,VIP Loyalists
15839,32,3,1048.49,1,VIP Loyalists
15840,58,2,355.56,1,VIP Loyalists
15841,72,9,2742.41,1,VIP Loyalists
15842,392,2,548.8,0,At-Risk Customers
15843,303,1,118.95000000000002,0,At-Risk Customers
15844,45,1,130.73999999999998,1,VIP Loyalists
15845,17,11,4426.28,1,VIP Loyalists
15846,384,1,107.01,0,At-Risk Customers
15847,37,5,822.57,1,VIP Loyalists
15848,621,1,139.94,0,At-Risk Customers
15850,18,6,1058.72,1,VIP Loyalists
15851,526,1,109.73,0,At-Risk Customers
15852,186,3,257.26,1,VIP Loyalists
15853,51,1,110.8,1,VIP Loyalists
15854,3,21,5583.81,1,VIP Loyalists
15855,136,6,1052.72,1,VIP Loyalists
15856,3,52,34220.340000000004,1,VIP Loyalists
15857,18,2,570.48,1,VIP Loyalists
15858,15,13,3960.37,1,VIP Loyalists
15859,431,1,438.46,0,At-Risk Customers
15860,40,17,2505.21,1,VIP Loyalists
15861,11,12,4401.79,1,VIP Loyalists
15862,7,13,2928.29,1,VIP Loyalists
15863,25,5,358.7,1,VIP Loyalists
15864,21,7,2180.76,1,VIP Loyalists
15865,40,5,2248.92,1,VIP Loyalists
15866,100,1,230.53,1,VIP Loyalists
15867,4,31,9063.95,1,VIP Loyalists
15868,582,1,94.53,0,At-Risk Customers
15869,276,3,323.66,0,At-Risk Customers
15870,32,4,862.61,1,VIP Loyalists
15871,436,1,33.099999999999994,0,At-Risk Customers
15872,14,4,795.68,1,VIP Loyalists
15873,499,4,313.92,0,At-Risk Customers
15874,63,21,11284.76,1,VIP Loyalists
15875,645,1,111.72,0,At-Risk Customers
15876,408,2,1449.14,0,At-Risk Customers
15877,1,2,493.28,1,VIP Loyalists
15878,561,2,330.77,0,At-Risk Customers
15879,403,4,1157.3,0,At-Risk Customers
15880,368,1,686.5600000000001,0,At-Risk Customers
15881,311,5,501.39,0,At-Risk Customers
15882,198,8,1495.98,1,VIP Loyalists
15883,1,2,396.48,1,VIP Loyalists
15884,431,2,249.7,0,At-Risk Customers
15885,92,15,1951.82,1,VIP Loyalists
15886,59,4,1052.87,1,VIP Loyalists
15887,406,3,1027.15,0,At-Risk Customers
15888,80,3,429.16,1,VIP Loyalists
